key,counts,addr_ucount,ky_ucount,pd_ucount,law_f,law_m,law_v,counts1,spd_avg,spd_max,visb_avg,visb_max,temp_avg,temp_max,prcp_avg,prcp_max
2016 10 24,1214,75,37,140,379,657,178,33,6.584374999999999,11.3,16069.75,16093.0,14.668750000000005,18.9,0.0,0.0
2016 4 27,1263,77,39,136,362,749,152,35,4.5264705882352905,7.2,15924.058823529413,16093.0,9.685294117647057,12.2,0.07407407407407407,1.0
2014 3 19,1270,77,42,142,403,719,148,37,6.236111111111114,11.3,15804.138888888889,16093.0,2.591666666666667,6.7,0.017857142857142856,0.3
2014 5 7,1479,77,47,156,411,877,191,33,4.53125,7.7,16069.75,16093.0,14.325,17.8,0.0,0.0
2014 6 13,1424,77,44,150,437,801,186,53,3.694230769230766,7.2,6810.423076923077,16093.0,21.15192307692308,26.1,1.7166666666666668,17.5
2015 7 27,1324,77,42,140,406,725,193,33,4.612499999999998,9.8,16069.75,16093.0,25.781249999999986,28.9,0.0,0.0
2016 3 26,1254,77,39,140,408,677,169,33,5.943749999999997,8.2,16069.75,16093.0,8.265625000000002,19.4,0.0,0.0
2016 4 23,1342,77,39,138,384,772,186,37,4.516666666666667,8.2,14381.111111111111,16093.0,17.558333333333334,21.7,0.29375000000000007,3.0
2016 7 12,1250,77,38,142,395,682,173,34,4.327272727272728,9.3,16070.454545454546,16093.0,22.56060606060606,26.1,0.0,0.0
2016 11 13,1158,76,34,110,368,624,166,33,5.306249999999997,7.2,16069.75,16093.0,9.490624999999998,16.1,0.0,0.0
2014 7 22,1425,77,41,151,455,765,205,33,5.028125000000001,10.3,16069.75,16093.0,24.146874999999998,28.3,0.0,0.0
2014 12 5,1240,76,42,136,392,670,178,34,4.4818181818181815,7.2,15387.757575757576,16093.0,4.8878787878787895,9.0,0.04615384615384615,1.0
2015 7 23,1527,77,41,139,468,829,230,34,4.724242424242423,7.2,16070.454545454546,16093.0,26.009090909090904,30.0,0.0,0.0
2015 7 28,1350,77,40,140,424,751,175,33,4.090625,7.2,15806.125,16093.0,26.418750000000003,31.1,0.0,0.0
2015 11 30,1161,77,36,137,395,615,151,33,4.484374999999997,6.2,16069.75,16093.0,5.209375,9.4,0.0,0.0
2016 6 4,1352,77,42,141,404,775,173,38,3.175675675675675,5.7,15811.972972972973,16093.0,20.55135135135135,25.6,0.022222222222222223,0.3
2016 7 21,1389,76,41,147,430,765,194,33,5.387500000000002,10.8,16069.75,16093.0,24.94374999999999,28.9,0.0,0.0
2016 12 17,1078,76,37,124,326,631,121,49,3.935416666666663,6.2,8468.729166666666,16093.0,-0.24374999999999983,3.3,1.67,13.0
2014 1 2,1100,76,37,130,374,616,110,40,7.071794871794873,9.8,14682.23076923077,16093.0,-1.3230769230769228,0.6,0.008571428571428572,0.3
2014 12 12,1361,77,38,147,443,737,181,33,6.321874999999997,9.3,16069.75,16093.0,2.103125,3.9,0.0,0.0
2015 1 23,1339,77,43,145,425,749,165,33,4.896874999999997,7.7,16069.75,16093.0,0.6687500000000001,3.3,0.0,0.0
2015 4 15,1469,77,42,144,462,818,189,33,4.553125,10.3,16069.75,16093.0,15.375,21.7,0.07692307692307693,1.0
2015 9 8,1305,77,39,137,420,712,173,33,5.659375000000001,9.8,16069.75,16093.0,26.578125000000007,31.7,0.0,0.0
2016 2 10,1366,76,42,139,404,773,189,40,4.041025641025643,9.8,13157.846153846154,16093.0,1.551282051282051,3.9,0.04375,0.5
2014 1 7,1059,76,40,122,335,591,133,33,11.118750000000004,15.4,16069.75,16093.0,-9.703124999999998,2.8,0.596551724137931,10.4
2014 8 2,1443,77,38,139,424,828,191,42,3.9878048780487796,7.2,14799.829268292682,16093.0,21.368292682926832,24.4,0.8999999999999999,5.0
2015 2 2,885,77,39,118,285,467,133,53,6.071153846153847,11.3,6635.346153846154,16093.0,-0.773076923076923,2.2,1.5959999999999999,20.0
2015 4 17,1416,77,39,142,423,798,195,41,4.674999999999996,7.7,15863.5,16093.0,13.169999999999998,20.0,0.19032258064516128,3.0
2015 7 1,1769,77,45,162,513,1062,194,39,6.589473684210521,11.3,15005.631578947368,16093.0,24.23947368421052,29.4,0.74375,7.0
2015 12 28,1167,76,38,131,391,619,157,37,6.683333333333329,9.8,15933.444444444445,16093.0,7.577777777777777,16.7,0.09999999999999999,2.0
2016 8 5,1497,77,40,141,466,838,193,33,4.440625000000001,8.8,16069.75,16093.0,23.412500000000005,27.2,0.0,0.0
2016 10 19,1400,77,40,145,432,763,205,33,4.081249999999997,7.2,15956.96875,16093.0,22.687499999999993,29.4,0.0,0.0
2014 2 11,1198,76,43,138,390,665,143,33,5.4968749999999975,7.7,16069.75,16093.0,-5.656250000000001,-3.3,0.0,0.0
2016 10 3,1235,77,38,141,382,655,198,49,2.0152173913043474,4.1,14224.717391304348,16093.0,18.13695652173913,23.0,0.0,0.0
2016 11 25,1266,77,38,130,406,711,149,33,2.3375000000000004,4.6,15429.71875,16093.0,9.481250000000003,12.8,0.0,0.0
2014 1 15,1566,76,43,155,479,891,196,47,2.817391304347824,7.2,4392.630434782609,16093.0,3.767391304347827,8.3,1.109375,14.0
2014 12 23,1099,76,36,136,408,556,135,40,5.299999999999998,7.2,11326.081081081082,16093.0,8.705405405405408,10.0,0.4108108108108109,3.0
2015 1 12,1057,77,37,132,366,525,166,46,2.4377777777777765,7.2,9555.022222222222,16093.0,2.4,4.0,1.0341463414634147,11.0
2015 10 23,1379,76,41,152,456,738,185,33,6.446874999999998,9.3,16069.75,16093.0,15.437500000000004,20.0,0.0,0.0
2015 11 25,1313,76,42,150,450,696,167,33,1.7906250000000006,4.6,16069.75,16093.0,5.753125,10.6,0.0,0.0
2016 11 24,847,77,35,108,246,470,131,33,3.3437499999999987,4.6,16069.75,16093.0,6.778125000000001,10.0,0.0,0.0
2015 3 20,1205,76,39,133,364,705,136,39,4.223684210526313,6.7,10191.28947368421,16093.0,1.5210526315789477,4.4,0.415625,4.0
2015 5 12,1414,77,41,141,426,771,217,48,4.240425531914893,9.3,8434.829787234043,16093.0,21.674468085106376,30.0,0.028124999999999997,0.3
2015 12 2,1315,77,40,144,450,699,166,51,1.4380000000000002,4.6,3994.0,16093.0,10.136000000000003,13.0,0.5921052631578948,7.4
2016 4 13,1466,77,43,148,441,816,209,33,4.643749999999998,8.8,16069.75,16093.0,8.071874999999999,12.2,0.32307692307692304,4.3
2016 11 7,1107,76,38,129,329,597,181,33,4.896874999999999,7.2,16069.75,16093.0,8.671874999999998,12.2,0.0,0.0
2014 1 1,2255,76,42,153,647,1403,205,33,5.078124999999997,8.8,16069.75,16093.0,-1.4968749999999995,0.6,0.0,0.0
2014 4 27,1250,77,41,131,321,783,146,34,5.851515151515149,8.8,16070.454545454546,16093.0,11.263636363636364,15.0,0.6566666666666666,18.0
2014 12 10,1187,77,37,132,371,659,157,42,7.463414634146338,10.8,10873.682926829268,16093.0,4.060975609756098,6.1,2.64102564102564,77.2
2015 2 19,1033,76,38,133,329,565,139,35,8.2264705882353,12.4,15976.470588235294,16093.0,-5.444117647058823,-1.7,0.0,0.0
2015 5 7,1366,77,44,136,415,766,185,33,2.278125,5.7,16069.75,16093.0,16.35625,22.2,0.0,0.0
2015 5 31,1212,76,40,133,348,688,176,36,5.045714285714283,11.3,15657.942857142858,16093.0,20.874285714285715,25.6,0.012,0.3
2015 8 2,1370,77,42,134,443,752,175,33,3.334375000000001,7.2,16069.75,16093.0,27.309374999999996,30.0,0.0,0.0
2015 12 24,1170,77,34,123,409,596,165,39,6.234210526315785,9.8,8366.842105263158,16093.0,16.3,20.6,3.018181818181818,29.5
2016 9 29,1279,77,39,136,402,701,176,37,7.413888888888883,9.3,15743.777777777777,16093.0,16.413888888888888,17.2,0.0,0.0
2014 3 21,1434,77,40,133,450,812,172,32,7.7806451612903205,10.3,16072.0,16093.0,7.316129032258063,11.7,0.0,0.0
2014 9 21,1287,77,42,127,390,716,181,49,1.9604166666666663,4.6,12284.0,16093.0,21.69791666666666,24.4,1.8562499999999997,14.0
2014 10 1,1710,77,40,154,537,958,215,42,4.621951219512192,6.7,15760.878048780487,16093.0,17.597560975609746,18.9,0.04666666666666667,0.8
2014 11 15,1288,77,40,135,390,757,141,33,4.971874999999997,7.2,16069.75,16093.0,3.3968749999999996,6.1,0.07200000000000001,1.8
2015 9 12,1437,76,47,151,457,782,198,39,4.536842105263158,9.8,14908.78947368421,16093.0,23.22105263157895,26.1,0.47586206896551725,5.3
2014 7 15,1372,77,39,143,430,735,207,60,3.1017543859649095,6.7,7813.228070175439,16093.0,23.40701754385965,27.2,7.202272727272727,47.5
2015 7 3,1530,77,40,151,492,850,188,33,3.612499999999999,6.2,16069.75,16093.0,22.865625,27.2,0.14285714285714285,0.8
2015 8 12,1517,76,40,146,494,854,169,33,4.799999999999998,7.2,16069.75,16093.0,26.28125,30.6,1.4,28.7
2015 11 26,951,76,33,111,322,492,137,33,2.6843749999999993,5.1,16069.75,16093.0,7.9437500000000005,15.6,0.0,0.0
2016 6 27,1342,76,38,135,431,695,216,33,6.278125000000002,11.3,16069.75,16093.0,22.884375000000006,26.7,0.0,0.0
2016 9 16,1408,77,36,145,417,802,189,33,3.3937500000000007,6.2,16069.75,16093.0,18.865624999999998,22.8,0.0,0.0
2016 9 17,1298,77,37,133,425,716,157,34,3.045454545454546,6.7,16070.454545454546,16093.0,18.87272727272728,23.3,0.0,0.0
2014 2 6,1247,76,40,137,361,717,169,38,5.3540540540540515,9.8,15231.297297297297,16093.0,-1.637837837837838,1.7,1.496551724137931,30.5
2015 3 30,1174,76,41,129,350,652,172,35,6.517647058823527,9.3,15881.823529411764,16093.0,5.391176470588234,11.7,0.0,0.0
2015 9 28,1295,76,41,135,445,670,180,41,2.844999999999998,4.1,12802.775,16093.0,19.695,25.6,0.07692307692307693,1.0
2015 10 18,1112,77,36,127,371,599,142,33,6.090624999999997,9.3,16069.75,16093.0,7.125000000000001,10.6,0.0,0.0
2016 4 17,1251,77,38,130,360,699,192,33,2.9281249999999996,5.1,16069.75,16093.0,11.721875,20.0,0.0,0.0
2015 6 20,1405,77,42,142,399,844,162,37,4.1166666666666645,6.7,14621.472222222223,16093.0,21.947222222222234,27.8,0.5548387096774193,7.0
2016 2 2,1322,76,39,140,404,711,207,33,2.946874999999999,5.1,16069.75,16093.0,6.878124999999999,11.1,0.0,0.0
2016 5 24,1330,77,38,135,391,763,176,33,3.353124999999999,6.2,15185.0625,16093.0,18.328125000000004,23.3,0.7225806451612904,7.0
2014 5 11,1277,77,40,123,361,734,182,33,4.965624999999998,8.8,15821.21875,16093.0,20.325,25.0,1.5233333333333334,20.1
2015 3 12,1280,76,39,136,379,736,165,33,8.918750000000001,12.9,16069.75,16093.0,8.078125,12.8,0.02,0.5
2015 10 1,1579,77,40,141,570,838,171,37,6.819444444444439,11.3,16072.333333333334,16093.0,15.391666666666673,19.4,0.8066666666666668,20.8
2016 1 29,1278,76,41,152,417,668,193,33,4.200000000000001,9.8,16069.75,16093.0,3.215625000000001,5.0,0.0,0.0
2014 7 29,1437,77,43,147,435,796,206,33,5.746874999999997,9.3,16069.75,16093.0,22.256249999999998,25.6,0.5,13.0
2014 10 22,1291,77,39,135,410,736,145,40,6.735897435897436,10.3,14430.23076923077,16093.0,13.494871794871797,14.4,2.4105263157894736,21.0
2015 3 3,1132,76,39,130,363,620,149,42,4.607317073170728,10.8,12179.414634146342,16093.0,-1.6195121951219518,2.2,0.3171428571428571,2.8
2015 11 15,1267,77,41,142,388,696,183,33,5.7468749999999975,7.7,16069.75,16093.0,8.76875,15.0,0.0,0.0
2015 12 4,1415,77,38,138,469,756,190,32,5.235483870967738,8.2,16072.0,16093.0,8.56774193548387,11.7,0.0,0.0
2015 12 31,1090,77,36,126,390,555,145,41,4.6424999999999965,8.2,14341.3,16093.0,9.062499999999998,11.0,1.1937499999999999,11.0
2016 5 19,1318,77,38,138,378,747,193,33,2.8937500000000007,6.7,16069.75,16093.0,14.075,17.2,0.06333333333333332,0.5
2016 11 20,1049,77,39,125,303,597,149,34,9.500000000000005,13.9,14981.939393939394,16093.0,6.518181818181817,12.8,0.7258064516129032,6.0
2016 12 5,1149,76,39,125,349,634,166,40,4.848717948717947,10.8,14487.102564102564,16093.0,6.569230769230771,10.6,0.6038461538461538,5.0
2016 4 29,1301,77,40,151,413,737,151,33,4.5125,8.2,16069.75,16093.0,10.575,13.9,0.0,0.0
2014 1 12,1249,76,40,130,360,745,144,41,6.999999999999998,10.8,13758.925,16093.0,8.545000000000002,12.0,1.0588235294117647,18.3
2014 7 10,1553,77,44,147,484,841,228,35,3.3294117647058816,7.7,15675.911764705883,16093.0,24.067647058823532,27.8,0.1064516129032258,0.8
2014 8 15,1569,77,41,151,525,876,168,33,5.4499999999999975,8.8,16069.75,16093.0,21.018750000000004,24.4,0.0,0.0
2014 9 9,1335,77,42,146,406,744,185,38,4.99189189189189,6.7,16072.891891891892,16093.0,21.056756756756755,23.9,0.0,0.0
2014 9 16,1401,77,39,159,440,780,181,36,3.1285714285714272,5.7,14899.914285714285,16093.0,17.537142857142854,19.4,0.7275862068965517,7.0
2014 11 12,1380,77,43,149,424,781,175,59,2.768965517241378,8.8,5229.258620689655,16093.0,15.358620689655174,18.3,0.0,0.0
2015 4 27,1246,76,42,135,395,667,184,33,5.818749999999999,8.8,16069.75,16093.0,12.878125000000002,16.7,0.0,0.0
2015 11 18,1289,77,40,144,409,704,176,34,4.396969696969697,7.2,16070.454545454546,16093.0,10.43333333333333,15.0,0.0,0.0
2014 5 14,1507,77,40,140,441,863,203,40,3.5923076923076898,6.7,15124.871794871795,16093.0,13.384615384615385,17.2,0.0,0.0
2015 6 1,1565,76,42,136,490,850,225,46,5.117777777777774,8.8,10785.177777777777,16093.0,16.82444444444445,22.2,1.326315789473684,13.0
2016 1 1,2151,77,41,158,596,1327,228,34,6.118181818181814,9.3,16070.454545454546,16093.0,5.672727272727272,8.3,0.06,1.5
2016 2 3,1250,76,39,143,411,664,175,37,5.658333333333333,11.8,12776.305555555555,16093.0,8.67222222222222,12.2,0.6066666666666667,5.1
2016 2 5,1242,76,40,143,377,690,175,47,7.484782608695654,11.3,9373.826086956522,16093.0,2.884782608695652,10.0,0.6069767441860465,3.0
2016 2 24,1152,76,40,145,374,617,161,50,6.904081632653059,11.8,4965.857142857143,16093.0,7.383673469387754,13.0,1.5936170212765959,12.0
2016 3 23,1301,76,40,145,397,678,226,29,5.728571428571427,9.3,16079.714285714286,16093.0,13.485714285714284,21.7,0.0,0.0
2016 12 15,1030,77,36,131,356,549,125,35,9.311764705882359,13.9,15526.79411764706,16093.0,-1.188235294117647,3.9,0.0,0.0
2015 2 8,1029,75,40,125,311,583,135,36,3.2971428571428567,6.7,14349.6,16093.0,3.014285714285714,6.0,0.0,0.0
2015 3 4,1179,76,42,152,377,623,179,41,5.2049999999999965,7.2,9585.75,16093.0,2.465000000000001,4.4,1.7605263157894735,17.8
2014 1 19,1180,76,41,124,368,679,133,33,6.8999999999999995,9.8,16069.75,16093.0,-0.81875,2.8,0.45185185185185184,6.1
2014 6 28,1434,77,40,137,433,803,198,33,3.7562500000000005,6.2,16069.75,16093.0,23.528124999999996,29.4,0.0,0.0
2015 6 21,1323,77,36,131,406,723,194,47,6.276086956521735,16.5,12931.652173913044,160000.0,24.393478260869568,32.2,1.2029411764705882,8.1
2016 2 16,1139,76,35,135,377,620,142,49,7.241666666666668,16.5,6996.895833333333,16093.0,7.8479166666666655,11.7,2.9538461538461536,16.3
2016 5 8,1223,76,38,122,370,661,192,52,4.464705882352941,11.8,7809.274509803921,16093.0,11.764705882352942,20.0,0.2838709677419355,2.0
2016 10 1,1414,77,43,139,434,800,180,35,6.276470588235291,7.7,14731.20588235294,16093.0,15.608823529411765,17.2,0.6586206896551725,7.9
2015 2 21,1122,76,38,122,336,633,153,41,5.442499999999998,9.8,11198.375,16093.0,-5.184999999999999,0.0,0.16666666666666666,1.5
2015 4 7,1203,76,41,140,362,686,155,34,3.9909090909090916,10.8,15924.151515151516,16093.0,10.515151515151516,13.9,0.04827586206896552,0.5
2015 7 29,1488,77,39,151,496,783,209,33,4.118750000000001,8.8,15410.625,16093.0,28.91562499999999,35.0,0.0,0.0
2016 1 25,1024,76,36,119,287,555,182,33,1.8781250000000007,4.1,16069.75,16093.0,-0.6562499999999998,1.7,0.0,0.0
2016 6 8,1255,76,39,143,375,717,163,38,7.172972972972971,10.3,13747.72972972973,16093.0,17.664864864864864,25.0,1.5666666666666667,9.1
2016 8 17,1389,77,40,141,475,738,176,37,7.783333333333331,12.4,16072.333333333334,16093.0,27.716666666666665,30.6,0.0,0.0
2016 9 3,1356,77,40,141,444,746,166,35,4.832352941176472,8.8,16071.117647058823,16093.0,23.044117647058815,25.0,0.0,0.0
2014 12 20,1224,76,37,134,440,659,125,35,3.5323529411764687,7.2,16071.117647058823,16093.0,0.464705882352941,1.1,0.0,0.0
2015 6 16,1411,77,43,144,409,805,197,40,2.799999999999998,5.7,13553.641025641025,16093.0,20.353846153846156,25.0,1.3888888888888888,27.7
2015 6 23,1372,77,41,146,423,773,176,34,4.118181818181817,8.8,15972.939393939394,16093.0,26.09999999999999,31.1,0.019230769230769232,0.5
2016 4 20,1414,77,39,151,415,787,212,34,6.139393939393936,7.7,16070.454545454546,16093.0,14.309090909090905,18.9,0.0,0.0
2016 5 13,1350,76,40,149,403,768,179,52,2.805882352941176,5.7,12368.882352941177,16093.0,14.35686274509804,17.0,0.38571428571428573,3.0
2016 9 21,1316,77,43,143,413,711,192,40,1.7358974358974364,6.2,11296.153846153846,16093.0,22.325641025641023,28.9,0.0,0.0
2016 7 10,1260,77,36,131,417,683,160,45,4.106818181818181,8.2,13490.318181818182,16093.0,22.67954545454546,27.8,1.121212121212121,6.4
2016 7 30,1283,76,41,137,430,698,155,39,3.7078947368421047,6.7,14665.657894736842,16093.0,25.386842105263156,29.0,1.1161290322580644,16.5
2016 10 30,1302,77,39,123,409,724,169,39,4.957894736842103,14.4,15652.394736842105,16093.0,18.48157894736843,22.8,0.16666666666666666,2.0
2014 3 12,1394,77,42,143,422,796,176,39,5.1342105263157904,10.3,12803.552631578947,16093.0,8.410526315789474,12.8,0.11935483870967742,1.3
2015 7 8,1387,77,41,147,422,792,173,36,3.825714285714285,6.2,14757.142857142857,16093.0,26.468571428571426,31.1,0.7999999999999999,12.2
2016 8 15,1327,76,39,145,387,733,207,35,4.202941176470586,10.3,16071.117647058823,16093.0,28.7235294117647,33.3,0.013636363636363636,0.3
2014 6 19,1417,76,44,146,445,756,216,33,3.321874999999999,6.7,16019.46875,16093.0,23.66249999999999,31.1,0.10689655172413792,0.8
2014 9 24,1452,77,40,141,441,808,203,33,4.0218750000000005,8.2,16069.75,16093.0,17.759375,22.2,0.0,0.0
2015 2 18,1194,76,38,143,376,660,158,33,1.6062500000000004,4.1,16069.75,16093.0,-5.146875,-0.6,0.21538461538461537,4.8
2015 3 8,1092,77,34,117,341,598,153,34,4.851515151515151,11.3,15961.09090909091,16093.0,3.9393939393939403,8.9,0.0,0.0
2015 3 18,1283,76,39,139,358,770,155,33,9.903125000000001,13.9,16019.46875,16093.0,1.7437499999999997,4.4,0.03571428571428571,0.5
2015 4 14,1367,77,38,140,399,796,172,34,4.175757575757574,10.3,15972.939393939394,16093.0,13.224242424242421,18.3,0.11071428571428572,1.0
2015 6 8,1320,77,43,146,397,732,191,33,7.8125000000000036,13.4,16019.46875,16093.0,18.759374999999995,22.2,0.0,0.0
2015 7 4,1363,77,41,129,395,787,181,33,2.8781249999999994,5.1,16069.75,16093.0,22.918750000000003,26.7,0.022222222222222223,0.3
2015 10 13,1362,76,44,153,448,700,214,33,3.896875,6.7,16069.75,16093.0,19.009375,23.3,0.0,0.0
2016 11 17,1300,76,38,145,418,687,195,33,4.931249999999999,8.8,16069.75,16093.0,13.059375,17.2,0.0,0.0
2015 4 19,1225,77,38,130,352,721,152,33,4.928124999999999,9.3,16069.75,16093.0,13.228125,20.0,0.0,0.0
2015 4 30,1377,76,41,139,432,754,191,35,5.749999999999997,9.3,16071.117647058823,16093.0,12.73529411764706,16.0,0.0,0.0
2015 8 21,1511,77,40,154,490,832,189,48,4.678723404255316,8.2,14007.063829787234,16093.0,25.655319148936158,30.6,5.802564102564103,63.0
2015 12 17,1216,77,37,138,368,660,188,49,4.210416666666664,9.3,12749.645833333334,16093.0,12.04791666666666,14.4,1.3857142857142857,13.0
2016 7 22,1419,77,39,147,460,759,200,33,6.628124999999996,10.8,16069.75,16093.0,26.546875000000004,31.7,0.0,0.0
2014 2 5,1127,76,39,127,354,646,127,56,4.816363636363635,8.8,8165.636363636364,16093.0,0.2709090909090909,1.7,2.31875,18.0
2014 10 23,1227,77,40,130,404,679,144,41,9.582500000000001,12.4,14824.125,16093.0,11.4075,12.2,1.7774999999999994,36.1
2015 3 9,1303,76,39,135,389,714,200,33,4.003125,6.2,16069.75,16093.0,5.862499999999998,12.2,0.05357142857142857,0.3
2016 3 1,1525,76,39,156,474,842,209,34,5.987878787878785,11.3,16070.454545454546,16093.0,7.639393939393938,11.7,0.11538461538461539,1.5
2014 2 19,1182,76,38,141,368,678,136,40,3.3230769230769215,6.7,10950.589743589744,16093.0,2.515384615384616,6.0,0.9677419354838711,6.0
2014 3 20,1482,77,40,144,427,892,163,43,6.614285714285716,11.3,12175.52380952381,16093.0,8.099999999999998,12.8,2.1181818181818177,18.3
2014 6 10,1481,77,43,147,445,853,183,51,2.1653061224489787,5.1,12751.244897959185,16093.0,21.20816326530612,25.0,1.5037037037037038,24.1
2014 6 24,1402,77,42,145,402,789,211,33,5.687500000000003,11.3,16069.75,16093.0,21.890624999999996,25.6,0.0,0.0
2014 9 29,1364,77,41,134,393,756,215,33,2.665624999999999,6.2,16069.75,16093.0,20.759375000000006,24.4,0.0,0.0
2014 10 25,1549,76,38,149,467,891,191,33,4.190625000000001,8.2,16069.75,16093.0,14.171874999999998,20.0,0.0,0.0
2015 1 29,1055,76,38,134,353,555,147,34,3.3424242424242405,6.2,16070.454545454546,16093.0,-3.4878787878787882,1.7,0.0,0.0
2015 4 24,1381,76,41,138,418,777,186,33,9.578125000000004,12.9,16069.75,16093.0,6.918750000000001,11.1,0.0,0.0
2015 9 29,1291,77,39,139,410,684,197,48,2.7234042553191475,5.7,12317.425531914894,16093.0,23.14468085106383,26.1,0.03225806451612903,1.0
2016 8 16,1431,77,40,144,465,755,211,34,5.1363636363636385,10.8,16070.454545454546,16093.0,27.684848484848477,30.6,0.0,0.0
2014 1 3,975,76,41,122,338,497,140,43,10.026190476190479,14.9,5377.738095238095,16093.0,-8.814285714285713,-3.9,0.6275000000000002,4.0
2014 2 4,1176,77,42,129,366,653,157,36,3.5399999999999983,6.2,16014.6,16093.0,-1.6771428571428573,1.1,1.7833333333333334,27.4
2014 2 22,1511,76,43,136,466,883,162,33,5.278124999999998,9.3,15367.15625,16093.0,5.609375,11.7,0.36666666666666664,3.6
2014 7 17,1372,77,42,141,445,734,193,33,3.7218749999999994,6.2,16069.75,16093.0,23.81875000000001,26.7,0.023076923076923075,0.3
2014 10 26,1315,76,40,131,386,761,168,34,7.721212121212124,11.3,16070.454545454546,16093.0,15.439393939393941,17.8,0.0,0.0
2015 7 15,1565,77,45,151,483,866,216,46,2.4733333333333336,7.7,11497.511111111111,16093.0,24.788888888888884,27.8,0.3411764705882353,3.3
2016 4 14,1282,76,40,138,406,726,150,33,3.3374999999999995,5.7,16069.75,16093.0,8.265624999999998,12.8,0.0,0.0
2016 8 3,1318,77,41,146,418,712,188,33,3.3812499999999996,6.2,16069.75,16093.0,22.303125,26.1,0.0,0.0
2016 12 7,1256,76,38,134,405,674,177,44,4.248837209302323,7.2,12505.906976744185,16093.0,6.351162790697672,8.3,1.1949999999999998,9.4
2016 12 28,996,77,38,130,306,554,136,34,6.906060606060603,9.3,16070.454545454546,16093.0,5.83030303030303,13.3,0.0,0.0
2014 1 30,1272,76,41,144,416,712,144,33,4.006249999999998,9.3,16069.75,16093.0,-5.946875000000002,-3.3,0.052000000000000005,1.3
2014 9 27,1464,77,41,146,474,835,155,33,2.868749999999999,4.6,16069.75,16093.0,21.221875000000004,28.3,0.0,0.0
2015 5 14,1389,77,44,148,421,784,184,33,5.9218749999999964,9.3,16069.75,16093.0,15.362499999999999,20.6,0.0,0.0
2016 5 28,1329,77,41,139,383,794,152,33,5.51875,9.3,16069.75,16093.0,21.603125000000002,25.6,0.0,0.0
2016 7 13,1300,77,39,143,422,699,179,32,5.238709677419354,8.2,16072.0,16093.0,23.73225806451613,27.2,0.0,0.0
2014 5 25,1286,77,41,120,379,752,155,38,4.318918918918918,8.2,15703.864864864865,16093.0,17.737837837837844,25.0,0.11379310344827585,1.3
2014 11 21,1378,76,44,150,431,763,184,33,8.090625000000001,9.8,16069.75,16093.0,0.846875,5.6,0.0,0.0
2015 5 15,1632,76,42,146,464,937,231,33,4.965624999999998,9.8,16069.75,16093.0,15.931250000000002,21.1,0.0,0.0
2016 7 24,1336,77,37,132,426,712,198,34,4.975757575757575,9.8,16070.454545454546,16093.0,28.566666666666663,34.4,0.0,0.0
2016 10 2,1204,77,40,134,370,664,170,38,3.0324324324324308,7.2,14552.351351351352,16093.0,16.11081081081081,18.3,0.028124999999999997,0.3
2014 2 16,1031,76,38,123,325,596,110,40,8.166666666666663,12.9,14394.615384615385,16093.0,-2.0897435897435903,1.0,0.27714285714285714,3.0
2014 7 12,1454,77,43,141,460,800,194,36,2.7914285714285723,8.2,12410.857142857143,16093.0,22.062857142857148,26.7,0.0,0.0
2014 12 19,1287,77,40,137,424,704,159,33,6.662499999999996,8.2,16069.75,16093.0,3.421874999999999,4.4,0.0,0.0
2014 12 26,978,77,33,113,323,507,148,33,5.093749999999998,7.2,16069.75,16093.0,7.184375,10.0,0.06923076923076923,1.5
2015 1 15,1357,76,40,147,458,743,156,34,4.0272727272727264,6.7,16070.454545454546,16093.0,-0.6363636363636362,1.7,0.0,0.0
2016 5 12,1436,76,44,147,450,790,196,33,2.834374999999999,5.7,16069.75,16093.0,16.950000000000003,22.8,0.0,0.0
2014 4 24,1305,77,39,145,387,765,153,33,10.278125000000003,13.9,16069.75,16093.0,10.949999999999998,17.2,0.0,0.0
2015 3 25,1255,76,39,137,370,707,178,34,2.793939393939394,6.2,16070.454545454546,16093.0,3.1242424242424245,7.8,0.04814814814814815,0.5
2015 12 1,1458,77,38,147,465,817,176,40,4.946153846153844,7.7,13071.0,16093.0,8.92307692307692,11.7,0.38333333333333336,2.0
2016 10 21,1471,76,39,148,457,814,200,50,3.623404255319146,9.3,7353.297872340426,16093.0,19.825531914893617,21.7,1.4777777777777779,20.0
2014 4 11,1425,77,40,137,399,834,192,33,5.237499999999997,10.3,16069.75,16093.0,12.628125,20.0,0.0,0.0
2014 5 19,1359,76,39,138,411,731,217,33,5.821874999999999,9.8,16069.75,16093.0,16.587500000000006,22.8,0.0,0.0
2014 11 11,1315,76,41,139,399,738,178,34,2.669696969696969,5.1,14622.151515151516,16093.0,12.296969696969697,17.8,0.0,0.0
2015 1 9,1141,77,43,135,374,625,142,38,8.97837837837838,12.9,13768.027027027027,16093.0,-3.081081081081082,0.6,0.10625000000000001,0.8
2015 2 15,1075,76,37,114,312,621,142,35,10.599999999999998,16.5,13546.676470588236,16093.0,-6.152941176470587,-1.7,0.03870967741935484,0.3
2015 4 4,1327,77,45,152,387,798,142,44,7.011627906976745,14.4,9407.232558139534,16093.0,10.202325581395352,12.8,0.13939393939393938,2.8
2015 9 10,1297,76,41,151,435,674,188,52,3.692156862745095,6.7,12622.509803921568,16093.0,24.013725490196084,26.1,2.0681818181818183,17.0
2015 11 13,1400,76,41,147,468,745,187,33,8.100000000000003,11.3,16069.75,16093.0,13.837500000000006,15.6,0.10689655172413794,1.3
